Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,5102023_All_QC_003,5102023_All_QC_040,5102023_BLD_1_022,5102023_BLD_2_023,5102023_BLD_QC_021,5102023_GER_1_032,5102023_GER_2_033,5102023_GER_3_034,5102023_GER_4_035,5102023_GER_5_036,5102023_GER_6_037,5102023_GER_QC_031,5102023_IPA_1_012,5102023_IPA_2_013,5102023_IPA_QC_011,5102023_SOU_1_017,5102023_SOU_2_018,5102023_SOU_QC_016,5102023_STU_1_007,5102023_STU_2_008,5102023_STU_QC_006,5102023_WHE_1_027,5102023_WHE_2_028,5102023_WHE_QC_026,582023_All_QC_003,582023_BLD_1_022,582023_BLD_2_023,582023_BLD_QC_021,582023_GER_1_032,582023_GER_2_033,582023_GER_3_034,582023_GER_4_035,582023_GER_5_036,582023_GER_6_037,582023_GER_QC_031,582023_IPA_1_012,582023_IPA_2_013,582023_IPA_QC_011,582023_SOU_1_017,582023_SOU_2_018,582023_SOU_QC_016,582023_STU_1_007,582023_STU_2_008,582023_STU_QC_006,582023_WHE_1_027,582023_WHE_2_028,582023_WHE_QC_026,592023_All_QC_003,592023_All_QC_040,592023_BLD_1_022,592023_BLD_2_023,592023_BLD_QC_021,592023_GER_1_032,592023_GER_2_033,592023_GER_3_034,592023_GER_4_035,592023_GER_5_036,592023_GER_6_037,592023_GER_QC_031,592023_IPA_1_012,592023_IPA_2_013,592023_IPA_QC_011,592023_SOU_1_017,592023_SOU_2_018,592023_SOU_QC_016,592023_STU_1_007,592023_STU_2_008,592023_STU_QC_006,592023_WHE_1_027,592023_WHE_2_028,592023_WHE_QC_026,1,2,3,4,5,6,7,1,2,3,4,5,6,7
2462,2.941,628.27224,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2462,0,0,null,null,null,null,null,null,null,5016.31,5102023_WHE_1_027,628.27224:5733 628.30134:2085 628.33165:820 628.41496:439 628.71617:161 629.18479:440 629.22287:436 629.27907:2264 629.30166:1759 630.16106:510 630.19759:413 630.25660:2826 630.30383:659 630.32724:1040,128.03367:587 197.12732:1228 241.11707:16888 242.11892:2068 297.10958:795 579.29307:686 620.23791:833 620.26819:1017 620.30789:938 621.26864:832 621.31443:519 621.35107:603 621.38393:551 622.21625:504 622.29877:1531 622.38438:600 623.16249:4156 623.27058:1043 623.30005:990 624.14077:520 624.17193:1253 624.25280:1956 624.27657:941 624.29306:1182 625.19597:618 625.23962:1028 625.29579:1568 625.31171:2659 626.29714:2643 626.32233:1829 627.21179:569 627.25074:575 627.31585:3348 628.19582:504 628.27231:6453 628.31347:1377 628.33232:588 629.27342:1092 629.31511:778 629.33606:540 630.32843:1056,248768,231428,176056,133711,174637,25908,30346,111752,46636,97538,123565,58011,258559,52460,175322,79397,58641,36652,192693,111074,262095,278736,103814,173713,78446,30946,99610,62175,32852,25526,90781,11451,165652,83820,48241,215779,71364,168828,97039,78307,40863,59096,89878,124049,247367,44412,181996,133543,156561,145104,39599,143448,35865,62120,37092,38887,82665,32014,66352,281889,106645,239062,121142,94031,168561,121157,147721,192209,240545,106467,119755,169749.3287,111698.3702,62241.7183,174434.0012,86070.34019,144441.2922,166311.7566,70479.28577,55934.72784,38883.9293,82642.5214,41172.41316,62043.64011,78688.46012
2463,3.043,628.27474,Unknown,[M-H]-,null,0.07,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2463,0,0,null,null,null,null,null,null,null,5602.58,592023_IPA_1_012,628.27097:14599 628.37044:473 628.38896:222 628.40624:437 628.46595:204 629.10900:259 629.16513:360 629.20472:451 629.22846:307 629.27726:5749 629.35048:1003 630.13025:188 630.15573:345 630.19933:177 630.22954:855 630.27792:2339 630.32147:918 630.34775:577,96.95972:942 197.12921:638 241.11768:4286 267.09965:804 285.08321:934 361.05913:836 381.06925:717 384.21579:806 408.20985:508 423.20844:1321 444.23174:874 507.20352:533 579.30253:4182 580.30980:1884 586.29463:603 620.22870:583 620.27347:634 622.27396:1092 623.19492:873 623.26642:748 624.29458:2556 625.29753:1249 626.18113:559 626.24868:1066 626.30567:3521 627.30919:2543 628.24388:760 628.26800:583 629.27077:574 630.33562:1980,128461,212929,97054,117901,147313,16292,90337,94653,41094,83517,103892,46277,360645,156747,420883,63094,126009,110208,169811,89784,118576,228263,100495,226629,39297,83201,39220,66334,28728,79986,72933,17786,132275,106502,43267,250964,169716,225927,43472,111340,101897,109602,40219,60436,185548,98369,160715,110189,77012,72659,33551,118119,30952,54063,32188,16423,69618,23172,56586,344794,96759,327013,45175,147680,86322,115110,123836,128365,174755,122429,138999,113578.0089,86150.18004,59073.30034,261494.2966,92799.67289,106193.3105,159577.9397,65112.08251,37819.30067,33943.74226,108614.0241,36176.87768,38422.24757,48939.17334
2464,0.811,629.16572,Unknown,[M-H]-,null,0.03,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2464,0,0,null,null,null,null,null,null,null,5999.97,5102023_IPA_1_012,629.16186:14011 629.21547:1040 629.23734:1135 629.25619:2022 629.28292:1342 630.08689:432 630.11853:410 630.16782:3774 630.20793:1184 630.25814:552 630.28692:1025 631.11792:510 631.17312:3438 631.21361:555 631.24267:715 631.25881:976 631.30501:515,96.95926:4336 128.03126:818 161.04253:778 167.04461:730 299.13692:589 383.12145:572 446.17537:676 446.19191:593 620.20124:822 620.26540:678 620.29469:544 622.24102:972 623.15959:594 623.23669:812 623.32036:556 624.21380:1148 624.26593:2207 625.18995:766 625.25109:899 625.26493:853 626.24210:4738 627.16393:1459 627.24393:965 627.26686:904 628.14980:693 628.18868:691 628.25143:1176 628.28675:1135 629.16326:2582 629.26748:904 630.18288:569 630.25641:663,197928,175595,161623,79334,124902,151773,131314,146228,112939,142215,274626,152354,277996,268329,279310,124559,146806,154776,241413,226995,260831,124025,161439,148375,73105,135193,36329,89109,111906,72219,90016,69186,75065,144716,98838,156564,162694,150244,79238,110667,91320,151296,74127,118465,93894,82742,90589,163711,147134,149232,42407,85846,120166,97828,129455,95983,104243,200861,114738,232655,239183,214513,89756,126586,111633,188215,181159,205860,95064,97547,114376,151494.5594,100441.5471,125555.5182,220165.4644,115037.7721,183151.2793,112005.6464,47566.05299,44993.22514,46667.08228,52379.53786,25803.17015,60188.55946,27512.6492
2465,0.913,629.19311,Unknown,[M-H]-,null,0.13,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2465,0,0,null,null,null,null,null,null,null,6792.92,5102023_IPA_QC_011,629.19311:10332 629.27777:369 629.30975:465 629.32495:568 630.19306:2498 630.20906:1982 630.25472:210 630.27424:426 630.30378:897 631.10624:315 631.12661:220 631.16624:539 631.20699:888 631.22600:1329 631.30923:630,78.95673:563 96.95976:958 117.01825:733 161.04504:1297 179.05539:907 221.06329:774 225.01369:2360 230.06326:509 248.07586:629 282.08143:2502 315.04052:1465 330.12957:549 337.04234:10951 338.04490:1175 339.04349:829 340.04332:640 340.15005:753 341.10346:730 342.12286:634 345.07889:4337 346.07896:613 385.17397:588 620.14216:2526 621.13346:1068 621.17526:536 621.27417:723 622.14296:943 622.19009:1116 623.12743:1577 623.21774:949 624.13328:724 624.23512:698 624.27381:683 624.30038:603 625.12015:507 625.25782:2608 626.21731:647 626.27197:910 627.15901:1143 627.23182:629 627.27720:543 628.14307:748 628.16252:1318 628.20229:542 628.22903:724 628.29568:525 629.17224:1718 629.19577:1646 629.28078:946 629.34137:731 630.19882:520 630.23790:550 630.29212:553,292022,222137,208764,85532,126251,149043,150317,144247,130478,163397,286537,175587,269987,375074,377517,163100,153387,195314,351115,281510,348017,157988,198312,184656,67691,121452,37861,75186,97956,78349,81382,67911,77971,155340,92413,134954,188483,141719,95884,97863,108960,126233,72697,107552,99501,93500,108446,221970,177268,167368,47121,102636,130622,117103,109575,110077,126109,219338,134283,207549,306968,291946,112373,118622,139446,253005,221784,281469,125663,119721,134577,196217.782,108019.1235,133239.712,254910.8957,131661.0585,227042.4828,135818.297,82752.28427,55258.70909,51052.14345,91949.71862,33638.58903,103030.5045,37089.19352
2466,3.043,629.27648,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2466,0,0,null,null,null,null,null,null,null,5647.44,5102023_IPA_1_012,629.27648:5332 629.34121:1085 630.17141:214 630.20757:892 630.24152:277 630.26953:1457 630.32840:2508 631.13401:2356 631.23741:2990 631.25779:1841 631.29538:416 631.33019:521,130.09149:629 197.12825:513 241.11742:6534 242.12374:1179 267.10106:2826 285.07923:1520 289.07700:547 343.04662:659 361.06795:868 381.07267:1005 384.21104:1444 423.20142:3493 424.20451:940 444.22304:534 444.24352:741 445.10673:554 579.30412:11630 580.30421:4033 581.30204:622 593.14688:654 608.30012:1078 620.22763:635 620.25693:531 621.17802:631 621.24481:708 621.32070:895 622.17375:695 622.25023:636 622.27104:530 623.16468:656 623.19728:1821 623.24338:507 623.29010:781 624.19993:658 624.29764:4108 625.23730:573 625.28349:608 625.30322:1425 626.24835:1061 626.30956:5554 627.24433:989 627.26782:802 627.30916:2268 628.25618:588 628.29255:966 628.31502:713 629.20224:559 629.23992:1150 630.31447:812,110644,149311,67109,50515,60872,9966,58313,17225,25249,80374,19910,38493,406288,128263,156372,43646,105969,95942,53872,93403,100119,133643,69437,96640,44493,63350,37559,44370,10830,45482,13854,13134,34612,36583,44941,279484,125366,253678,61451,80760,58762,21813,52564,53691,123254,49460,81271,80880,67969,43897,10621,46790,38910,48263,22831,10339,70127,33103,47899,332009,110627,128866,60280,84408,61328,24035,64828,70218,111344,43179,69887,90659.43588,47231.27142,34306.61953,213439.2706,72505.01075,59393.56356,86457.38786,40562.52718,16974.85163,19927.34178,107947.9249,20301.64071,26772.28775,31891.31838
2467,9.533,629.32319,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2467,0,0,null,null,null,null,null,null,null,5563.38,582023_All_QC_003,629.32280:4926 629.50509:514 630.29947:1265 630.32095:2007 630.35874:293 631.27394:268 631.31739:1051,214.90955:740 367.29105:1026 569.23474:1414 573.29962:793 574.30609:1910 581.26379:435 609.30682:709 619.56555:862 621.53027:9350 622.52417:1422 622.57343:2883 623.53918:3690 625.27637:1169 625.51050:995 627.32129:30092 627.41699:1142 627.45380:920 628.32214:14354 629.32233:8070 629.47913:1356 630.31323:2457,0,0,493,1380,0,520,92,290,338,1433,1472,1629,878,0,1261,5732,0,0,0,48,0,0,81,976,419475,0,0,0,240,0,488,0,0,0,0,0,1351,0,0,0,0,0,0,33449,0,0,0,0,0,0,0,0,2629,0,786,281,0,1013,0,0,1686,3018,4693,45,0,339,0,871,0,459,532,83894.99305,208.0936964,533.8036559,910.4037444,1163.333375,3856.274231,227.4049475,187594.9074,468.7078312,717.467521,1041.445715,2310.461227,11101.07436,351.0866079
2468,2.535,630.287,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2468,0,0,null,null,null,null,null,null,null,6568.25,5102023_IPA_1_012,630.28700:16525 630.39971:443 630.42522:216 630.79002:386 631.14737:709 631.16912:399 631.19179:1313 631.22080:1260 631.24475:524 631.28916:7893 631.70897:329 632.10014:627 632.18101:973 632.22578:1806 632.25763:1221 632.28361:2566 632.32244:498 632.33764:410,114.05388:551 126.01730:1093 127.02248:665 194.09169:559 195.07628:393 238.08150:723 259.10522:766 276.13431:1278 344.16064:1258 387.16415:3270 388.16910:776 515.22375:1355 516.23169:538 584.22333:2894 585.21790:1130 630.28656:21428 630.42572:1176 630.54950:549 631.16602:1233 631.28986:9495 631.39911:554 632.15356:440 632.22168:1499 632.24133:1668 632.28278:2655 633.21045:652 633.26447:4215 634.13007:684 634.20667:540 634.24304:1652 634.26855:512 635.18164:1433 635.23663:1089 635.26862:763,71028,146503,49358,39990,42808,15462,39747,21256,20814,56368,29666,26432,376431,97032,269067,55154,69358,61460,41913,66608,54031,202735,59945,171292,35131,46611,33912,32323,11316,112132,26311,12885,52862,81607,26732,193920,75862,69523,38974,62164,58289,75173,33005,37714,196070,41637,130761,66692,107112,37387,75938,35864,8773,36712,21475,11291,38033,28650,27356,261553,74749,182748,45332,56625,40755,33149,57098,35823,149067,35113,130124,85293.24036,43798.98304,33613.34607,177876.1557,54234.5354,48279.46825,124082.5496,42685.97957,13326.36958,24990.74596,108593.9105,10371.98733,15570.88108,64351.52265
2469,2.738,630.30237,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2469,0,0,null,null,null,null,null,null,null,6361.38,5102023_IPA_QC_011,630.29048:3100 630.32515:4930 630.39299:359 631.16222:1075 631.24588:12843 631.32372:1147 631.34257:1141 632.13084:602 632.14669:398 632.16482:368 632.23024:1657 632.25214:2849 632.27293:2242 632.31718:686 632.33599:876 632.36563:882,96.95817:775 112.98402:1103 116.92703:675 163.03911:525 289.07777:568 293.12466:1413 343.19986:572 360.16744:1134 391.18945:783 460.23164:823 471.24627:583 515.28377:1601 586.26743:782 629.32528:745 630.18878:1147 630.24642:1400 630.30656:12533 631.16879:1448 631.24534:2457 631.28956:4649 631.31998:2653 632.15086:773 632.18005:891 632.23091:746 632.29294:5773 633.12013:768 633.16522:693 633.20993:1298 633.23803:709 633.26991:1035 633.30504:2463 634.23336:889 634.24812:588 634.28092:1548 634.31128:948 634.33304:538 635.17410:539 635.21519:1278 635.27189:1413,255991,182317,161430,124755,114385,55138,155842,94750,83943,207324,111403,95201,160798,319095,365983,209304,219192,205658,147187,217724,170058,299911,179993,225601,102422,155278,80175,113236,48626,130082,102228,26352,202271,102805,115462,116312,284638,211116,163900,241120,205174,157366,56472,146876,248998,130985,102751,214588,165844,122887,62927,110546,36010,118810,74602,35648,133852,47139,86170,120713,254703,206127,145377,162359,146839,45785,189183,108798,165236,138902,153359,184232.1633,116179.7457,98269.44586,226609.4066,188769.2325,137716.5258,182859.6208,57239.48427,31365.9331,50035.37331,86966.53605,34639.56373,57602.1503,63375.93664
2470,2.738,631.25153,Unknown,[M-H]-,null,0.15,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2470,0,0,null,null,null,null,null,null,null,6045.87,5102023_IPA_2_013,631.25085:12423 631.29132:6444 631.37452:262 631.38810:197 631.41687:552 631.74283:253 632.14373:832 632.18387:442 632.24860:7776 632.30594:764 632.32415:1265 632.34918:380 632.36430:218 633.11225:407 633.13657:434 633.15573:942 633.22397:3266 633.26520:2696 633.29680:867 633.32393:426,112.98402:568 116.92792:863 128.03326:1061 184.07247:618 293.11728:1107 293.12650:1338 306.07214:560 343.19464:1254 400.20761:681 437.19819:616 470.26840:1137 471.25560:890 471.28048:503 515.27527:1368 586.27068:591 613.28058:740 630.24772:2638 630.30596:12376 631.19067:1269 631.24213:1653 631.29362:10987 631.98163:542 632.14430:703 632.20082:836 632.23524:2322 632.29570:6012 633.20594:540 633.25602:2324 633.29257:951 633.30860:1018 634.15137:545 634.23091:625 634.26795:1016 634.28284:1166 635.21847:1455 635.26109:1079 635.27401:1269 635.30280:897 636.18733:624 636.23630:2145,378011,258604,203673,127065,256409,127324,201809,180901,103415,255943,182042,240581,525545,545929,612357,181412,312332,288453,354021,322030,246522,261098,230311,269173,139898,206593,102002,176357,109432,181820,158496,102429,224291,125702,130780,286288,413688,279792,181796,218432,218254,246567,169559,182302,274423,184834,197572,265320,222929,191587,105307,163500,110324,143438,127451,111915,211678,141535,104669,238744,327260,363697,146862,106694,217149,263723,254853,194259,151544,149230,210327,252952.1202,170276.9361,155998.8085,399255.5353,207931.5261,248204.1088,214279.0922,85888.28846,51404.90031,48478.15678,133382.7986,64274.43831,61620.12578,47969.29183
2471,2.738,631.28916,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2471,0,0,null,null,null,null,null,null,null,6211.94,5102023_IPA_1_012,631.24188:5681 631.25826:5148 631.32914:1828 631.37840:420 631.62915:393 632.15293:872 632.17995:325 632.21047:652 632.25120:4181 632.28989:611 632.30704:665 632.32982:602 633.13157:909 633.16326:360 633.21856:2075 633.25089:1288 633.26863:852 633.28880:975 633.31135:884 633.34511:329,96.95580:623 112.98669:838 128.03136:560 196.06391:548 261.12238:596 293.11950:1385 306.07287:821 391.18316:643 460.23223:586 515.27829:1044 516.28641:544 630.30264:9829 631.17098:1052 631.22681:855 631.26921:568 631.30170:4830 632.22233:993 632.26425:878 632.29861:2246 633.18789:695 633.21330:1358 633.25468:913 633.30929:3399 634.27352:2455 634.31180:813 634.35278:1393 635.21838:1265 635.25365:1503 635.30047:1585 636.27352:2035,363688,256248,254154,173124,239974,97571,128185,176845,99582,286657,123119,189523,424631,462068,497662,253038,318814,296340,318553,260509,217486,313696,246236,257464,162706,249464,100286,121001,94382,191951,143213,61449,265683,96713,127132,242350,422513,277333,221550,131497,237075,82839,168457,172593,229638,184055,233316,254887,216343,183061,101627,156845,97258,110716,123115,95518,221390,115350,159135,288867,211856,336377,183321,87912,141117,249914,273655,187786,247977,157142,156846,250774.6405,175504.0564,143070.8454,351517.4193,207851.6201,214643.4112,225152.1617,73718.99798,61552.10447,59296.2734,103105.4647,77859.77916,70383.19299,51132.78925
2472,4.057,635.26575,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2472,0,0,null,null,null,null,null,null,null,5976.94,582023_IPA_2_013,635.26856:15452 635.34299:502 635.66893:262 635.74711:364 636.21873:653 636.27306:5553 637.16628:346 637.20997:256 637.27275:2799,249.11028:647 289.10037:564 631.26477:739 632.28271:269 635.26746:11631 636.27234:4151 637.27826:1492,112290,85950,54137,15664,26304,27685,41541,18207,23496,20452,125599,61088,231115,449203,329655,1599,1294,1934,144431,60524,77663,19510,3487,5473,35984,27321,1165,16457,55234,12804,35660,25028,19876,84579,10390,108388,278631,168842,2023,603,409,69659,21758,44117,16221,1619,7087,87877,72899,29364,9488,13843,44262,19702,20186,25316,26226,105053,56394,156094,315927,238035,213,787,3609,104000,46277,80955,4259,0,3539,79000.00448,21526.91427,40894.13667,252876.4735,1385.60485,72153.73534,6799.523164,27941.58253,15247.42993,31025.06052,104329.4452,1060.865161,36198.81728,6645.558772
2473,4.158,635.27035,Unknown,[M-H]-,null,0.04,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2473,0,0,null,null,null,null,null,null,null,9619.75,5102023_IPA_2_013,635.26770:14661 635.34512:701 635.43485:154 635.53103:421 635.57388:196 636.12422:470 636.20963:246 636.25602:1376 636.28016:2115 636.31970:544 637.10674:275 637.16661:640 637.18978:374 637.20521:309 637.27315:2313 637.33670:8065,249.11143:741 289.08957:905 387.14346:483 631.26074:1057 635.26971:14838 635.40894:1027 636.27515:5888 637.27295:1502 637.34491:1266 638.28522:471 639.30121:1353,110011,92783,51105,14894,25509,79337,51653,37629,25904,23512,140357,59156,277086,516972,391388,539,283,922,139692,63983,95548,15597,2143,3470,38247,33742,1819,15249,50015,44138,36817,23603,19359,94727,25752,138889,253769,203254,1676,151,72,70526,22272,43137,16221,1619,11346,98955,76357,31246,9488,14835,42520,19650,19373,27536,17473,117264,53033,193638,360643,274292,0,197,2734,101894,50045,69305,7929,0,2570,83270.79497,21987.40896,48038.58635,289992.2824,730.4959888,72933.52197,6766.098387,27957.48792,14974.91518,33844.99436,116274.1732,919.9665088,35150.01622,6243.317506
2474,7.911,635.30611,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2474,0,0,null,null,null,null,null,null,null,33630.44,582023_STU_QC_006,635.30611:37414 635.41066:772 635.44134:685 635.46496:898 635.54016:1221 635.61645:875 635.67075:306 635.76487:597 635.89480:313 635.93610:221 635.97463:194 636.30858:17180 636.45411:796 636.85787:252 637.30975:7963,543.30255:2622 544.31445:1183 545.31116:16283 545.43488:772 546.31580:6907 547.31018:2453 548.31445:753 563.32043:3797 564.32166:1694 565.32660:542 587.30994:1142 589.30103:9818 590.30249:4116 591.29974:1840 607.31006:8697 608.31494:3395 609.31067:1438 630.31335:1221 632.31818:617 633.31586:1882 634.30554:1540 635.30756:24304 635.46033:1355 635.56390:583 635.69714:445 636.30713:10043 637.31122:4432 638.31226:1243,1174,0,0,0,0,0,0,0,0,0,0,0,32,0,594,0,0,0,16571,8882,7877,0,0,0,2657820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,13396,0,3765851,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,6369,4806,19415,0,0,0,531798.7283,0,8.801505201,69.59709051,26.81200824,427018.7201,0,1188481.916,0,40.33356381,196.9591953,80.43602472,1252076.559,0
2475,7.809,635.30642,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2475,0,0,null,null,null,null,null,null,null,48103.94,582023_All_QC_003,635.30642:53009 635.42445:1341 635.44863:691 635.46944:635 635.48712:491 635.51074:207 635.53064:192 635.56691:671 635.59449:741 635.65467:246 635.68048:402 635.73917:407 635.83682:216 635.87013:310 636.20430:404 636.30714:21737 636.40796:413 636.44759:826 636.60447:271 636.79254:136 636.91424:342 636.99069:531 637.30755:8499,543.30853:2234 544.30243:1399 545.31097:16793 545.45984:535 547.31500:3671 563.32257:4265 564.32947:2093 587.30237:1172 589.30365:9494 589.43207:47 590.30127:4749 591.29199:1940 607.31177:8816 608.31378:3919 609.31641:1963 633.31476:2092 634.30505:1462 635.30658:28659 635.42511:1140 636.31097:12427 637.27545:5551,1174,0,0,0,0,0,0,0,0,0,0,0,129,0,1404,0,0,0,13625,6359,4948,0,0,0,5337039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,12435,0,1835193,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,4211,2328,14183,0,0,0,1067642.583,0,2.200376571,170.4012116,11.91645735,210364.6799,0,2386665.145,0,10.0833922,464.6856096,35.74937206,609332.0617,0
2476,0.71,636.14276,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2476,0,0,null,null,null,null,null,null,null,5655.19,5102023_GER_6_037,636.14276:15147 636.25846:939 636.84174:720 637.07296:292 637.14586:3269 637.16100:1762 637.21566:937 637.26575:929 638.10846:403 638.14848:1635 638.18605:1156 638.22222:627,96.95799:588 128.03291:1022 139.00211:2995 182.99203:2669 191.01721:557 192.06476:1429 200.05464:719 212.05569:2618 236.05484:838 254.06520:1963 272.07605:8555 273.07996:1044 274.07971:638 290.08826:1956 292.08463:802 346.05048:549 362.10526:609 452.13895:16388 452.22043:722 453.14194:3004 454.13962:703 630.19739:694 631.17267:1806 632.17188:1310 632.27576:583 633.12726:582 633.18005:1001 634.10046:975 634.19958:1219 635.09912:1256 635.19824:1267 636.14056:2351 637.13904:1540 638.13519:483 638.17896:2333,76333,110994,97954,107625,84696,79095,52230,78058,41536,77940,186257,103822,147754,155969,127550,40876,17238,54407,80666,63041,105094,18335,15485,53693,8545,29980,42311,34467,36238,21692,46605,20519,34143,87923,56499,22663,167583,27686,1404,11322,39747,5741,4150,36967,10976,6881,7923,62368,59043,92706,76136,92936,58574,48856,57089,43587,69450,152490,71724,135687,127645,93952,9103,28116,10612,58282,62353,80359,9617,27668,62161,63456.66172,73201.19756,67825.17545,111832.2632,23647.1333,55183.70272,23637.54119,36951.20549,29645.91803,40252.62388,53343.44242,17997.918,34054.74586,20563.20223
2477,7.911,636.3096,Unknown,[M-H]-,null,0.03,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2474,1,0,null,null,null,null,null,null,null,18010.19,582023_All_QC_003,636.30960:24026 636.42546:942 636.46415:743 636.56369:354 636.67555:309 637.16783:297 637.24890:235 637.30668:9895 637.40447:384 637.54521:386 637.57123:367 638.03848:253 638.07078:265 638.19511:219 638.30791:3459,543.29895:981 545.31122:3766 545.44800:714 546.31580:8339 548.31561:960 563.32257:224 565.32959:772 589.30176:1603 605.31622:803 607.31183:1146 608.31567:614 609.31372:14 638.30060:1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,1730,0,0,0,2283025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,1623681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,409,446,0,0,0,456605.0166,0,0,0,0,180899.9312,0,1020999.856,0,0,0,0,541043.2873,0
2478,0.608,637.18131,Unknown,[M-H]-,null,0.04,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,2478,0,0,null,null,null,null,null,null,null,8133.73,5102023_GER_4_035,637.17978:35717 637.30082:1057 637.32287:399 637.34033:802 637.84049:176 638.12698:280 638.18631:8891 638.28537:653 639.09603:261 639.18664:3852,101.02361:843 115.00234:1626 131.03497:510 133.01324:8048 134.01263:503 135.02803:3369 143.03303:624 149.04178:1296 161.04462:4382 179.05621:2249 221.06463:1190 263.07535:1183 341.10772:1866 383.11658:1645 384.11777:528 425.12938:870 443.13610:809 587.18261:5590 633.18359:1017 635.19867:1354 635.22084:633 637.21018:547 639.15526:792 639.17446:554,197811,161071,114241,124538,115798,73531,141476,50037,249784,149531,288184,153512,134920,360141,164388,78858,44524,100083,78264,92894,39870,104970,80996,113129,6243,74429,31679,42771,34009,40976,7069,64925,32409,82135,54966,43636,138099,43317,35021,21927,19823,4852,16070,9195,39173,36906,37484,106222,112353,94445,69594,86590,37897,98792,30069,181086,84440,209655,101013,90980,192054,130306,54708,28015,86872,70106,73793,66890,101569,65721,79469,116740.042,83787.06956,103118.9552,144204.6756,52203.46989,50214.8775,73268.59798,72244.57705,32443.84688,77488.61461,95372.64791,29823.58111,33262.65945,30239.12717
